dataset_id,image_id,image_path,partial_target,target,xlsx_image_path,uuid_prefix,f4dficimg_path,record_count,expert_ids_json
16,5379,gl-0049.jpg,[102],102,static/img/9ec4745fbb8a45d2ac12cab01736448e_gl-0049.jpg,9ec4745fbb8a45d2ac12cab01736448e,~/ml4img/f4dficimg/dif_MRItumor/gl-0049.jpg,2,"[""dtr005"", ""dtr006""]"
16,5380,gl-0056.jpg,"[102, 105]",105,static/img/d524ee40d3864572b719862805d23fdc_gl-0056.jpg,d524ee40d3864572b719862805d23fdc,~/ml4img/f4dficimg/dif_MRItumor/gl-0056.jpg,2,"[""dtr005"", ""dtr006""]"
16,5381,gl-0057.jpg,"[102, 103, 105]",105,static/img/8a6fe40a7e9d42e0afd33e3e901993c6_gl-0057.jpg,8a6fe40a7e9d42e0afd33e3e901993c6,~/ml4img/f4dficimg/dif_MRItumor/gl-0057.jpg,3,"[""dtr004"", ""dtr005"", ""dtr006""]"
16,5382,gl-0060.jpg,[105],105,static/img/395c44120ce0482ab6e48481710ec1fc_gl-0060.jpg,395c44120ce0482ab6e48481710ec1fc,~/ml4img/f4dficimg/dif_MRItumor/gl-0060.jpg,2,"[""dtr005"", ""dtr006""]"
16,5383,gl-0065.jpg,[102],102,static/img/7aa6125403b847fc88721ed51e03cea4_gl-0065.jpg,7aa6125403b847fc88721ed51e03cea4,~/ml4img/f4dficimg/dif_MRItumor/gl-0065.jpg,2,"[""dtr005"", ""dtr006""]"
16,5384,gl-0072.jpg,[102],102,static/img/e12e28e8c3774d6d878f0f8d37cac05d_gl-0072.jpg,e12e28e8c3774d6d878f0f8d37cac05d,~/ml4img/f4dficimg/dif_MRItumor/gl-0072.jpg,2,"[""dtr005"", ""dtr006""]"
16,5385,gl-0084.jpg,[102],102,static/img/0a9c4f39d10e4829a489e1c3cae5ea08_gl-0084.jpg,0a9c4f39d10e4829a489e1c3cae5ea08,~/ml4img/f4dficimg/dif_MRItumor/gl-0084.jpg,2,"[""dtr005"", ""dtr006""]"
16,5386,gl-0087.jpg,[102],102,static/img/ff2c322c0034439a9cfa8d4eed264b53_gl-0087.jpg,ff2c322c0034439a9cfa8d4eed264b53,~/ml4img/f4dficimg/dif_MRItumor/gl-0087.jpg,2,"[""dtr005"", ""dtr006""]"
16,5387,gl-0088.jpg,[102],102,static/img/56305afc69404cc6be488a37f1fd82fd_gl-0088.jpg,56305afc69404cc6be488a37f1fd82fd,~/ml4img/f4dficimg/dif_MRItumor/gl-0088.jpg,2,"[""dtr005"", ""dtr006""]"
16,5388,gl-0089.jpg,[102],102,static/img/8a252e151ac94cc494a2294ec32f43df_gl-0089.jpg,8a252e151ac94cc494a2294ec32f43df,~/ml4img/f4dficimg/dif_MRItumor/gl-0089.jpg,2,"[""dtr005"", ""dtr006""]"
16,5389,gl-0093.jpg,[102],102,static/img/37671947be174397a9e08c4b8d3c0e97_gl-0093.jpg,37671947be174397a9e08c4b8d3c0e97,~/ml4img/f4dficimg/dif_MRItumor/gl-0093.jpg,2,"[""dtr005"", ""dtr006""]"
16,5390,gl-0094.jpg,"[102, 103, 105]",105,static/img/83e08e8c6aa64c49ab49ff5056ffa745_gl-0094.jpg,83e08e8c6aa64c49ab49ff5056ffa745,~/ml4img/f4dficimg/dif_MRItumor/gl-0094.jpg,3,"[""dtr004"", ""dtr005"", ""dtr006""]"
16,5391,gl-0095.jpg,"[102, 105]",102,static/img/e3c8d4398ed74620b4e62b11225489ca_gl-0095.jpg,e3c8d4398ed74620b4e62b11225489ca,~/ml4img/f4dficimg/dif_MRItumor/gl-0095.jpg,2,"[""dtr005"", ""dtr006""]"
16,5392,gl-0099.jpg,[102],102,static/img/f694af2ae9b84c339b6bb4a2126fc52b_gl-0099.jpg,f694af2ae9b84c339b6bb4a2126fc52b,~/ml4img/f4dficimg/dif_MRItumor/gl-0099.jpg,2,"[""dtr005"", ""dtr006""]"
16,5393,gl-0100.jpg,[102],102,static/img/f443cf96ab124295b06b45d4c43deca3_gl-0100.jpg,f443cf96ab124295b06b45d4c43deca3,~/ml4img/f4dficimg/dif_MRItumor/gl-0100.jpg,3,"[""dtr004"", ""dtr005"", ""dtr006""]"
16,5394,gl-0108.jpg,[102],102,static/img/7a0020214bae4c16b8c027e931a34dd6_gl-0108.jpg,7a0020214bae4c16b8c027e931a34dd6,~/ml4img/f4dficimg/dif_MRItumor/gl-0108.jpg,2,"[""dtr005"", ""dtr006""]"
16,5395,gl-0109.jpg,[102],102,static/img/7083963389fe441bbf6acec5c0e6baa6_gl-0109.jpg,7083963389fe441bbf6acec5c0e6baa6,~/ml4img/f4dficimg/dif_MRItumor/gl-0109.jpg,2,"[""dtr005"", ""dtr006""]"
16,5396,gl-0110.jpg,"[102, 104]",102,static/img/4f35a10e90914890bfbe7a395fc0b43b_gl-0110.jpg,4f35a10e90914890bfbe7a395fc0b43b,~/ml4img/f4dficimg/dif_MRItumor/gl-0110.jpg,2,"[""dtr005"", ""dtr006""]"
16,5397,gl-0113.jpg,[102],102,static/img/91322ec8f3074f0d9a9b871ceab1e93f_gl-0113.jpg,91322ec8f3074f0d9a9b871ceab1e93f,~/ml4img/f4dficimg/dif_MRItumor/gl-0113.jpg,2,"[""dtr005"", ""dtr006""]"
16,5398,gl-0116.jpg,[102],102,static/img/9e12f9df3aaa4386aab522e393fc948d_gl-0116.jpg,9e12f9df3aaa4386aab522e393fc948d,~/ml4img/f4dficimg/dif_MRItumor/gl-0116.jpg,2,"[""dtr005"", ""dtr006""]"
16,5399,gl-0117.jpg,[102],102,static/img/c636a5f5be2a42e28c71a8cb5a7ceca7_gl-0117.jpg,c636a5f5be2a42e28c71a8cb5a7ceca7,~/ml4img/f4dficimg/dif_MRItumor/gl-0117.jpg,2,"[""dtr005"", ""dtr006""]"
16,5400,gl-0119.jpg,"[102, 103]",102,static/img/0733fef5352f4c4eab42b6bfbd06af89_gl-0119.jpg,0733fef5352f4c4eab42b6bfbd06af89,~/ml4img/f4dficimg/dif_MRItumor/gl-0119.jpg,3,"[""dtr004"", ""dtr005"", ""dtr006""]"
16,5401,gl-0125.jpg,[102],102,static/img/8d2d70837aa34c248d316223b717574d_gl-0125.jpg,8d2d70837aa34c248d316223b717574d,~/ml4img/f4dficimg/dif_MRItumor/gl-0125.jpg,3,"[""dtr004"", ""dtr005"", ""dtr006""]"
16,5402,gl-0126.jpg,[105],105,static/img/ad569af1c7d342109a1716b123690f91_gl-0126.jpg,ad569af1c7d342109a1716b123690f91,~/ml4img/f4dficimg/dif_MRItumor/gl-0126.jpg,2,"[""dtr005"", ""dtr006""]"
16,5403,gl-0127.jpg,"[102, 105]",102,static/img/a6a487c4a3bb4c8bbe63bbb1faebb5ae_gl-0127.jpg,a6a487c4a3bb4c8bbe63bbb1faebb5ae,~/ml4img/f4dficimg/dif_MRItumor/gl-0127.jpg,3,"[""dtr004"", ""dtr005"", ""dtr006""]"
16,5404,gl-0129.jpg,[102],102,static/img/fc542cfb63cb4a58a3ce5176c1bc3e3f_gl-0129.jpg,fc542cfb63cb4a58a3ce5176c1bc3e3f,~/ml4img/f4dficimg/dif_MRItumor/gl-0129.jpg,2,"[""dtr005"", ""dtr006""]"
16,5405,gl-0130.jpg,[102],102,static/img/830abae30a654186af52978a87070107_gl-0130.jpg,830abae30a654186af52978a87070107,~/ml4img/f4dficimg/dif_MRItumor/gl-0130.jpg,2,"[""dtr005"", ""dtr006""]"
16,5406,gl-0131.jpg,[102],102,static/img/19327e74228947d4b1854557a861a3d4_gl-0131.jpg,19327e74228947d4b1854557a861a3d4,~/ml4img/f4dficimg/dif_MRItumor/gl-0131.jpg,2,"[""dtr005"", ""dtr006""]"
16,5407,gl-0134.jpg,[102],102,static/img/a1083a7ecf6942bcbb173a33c89ad739_gl-0134.jpg,a1083a7ecf6942bcbb173a33c89ad739,~/ml4img/f4dficimg/dif_MRItumor/gl-0134.jpg,2,"[""dtr005"", ""dtr006""]"
16,5408,gl-0136.jpg,[102],102,static/img/5784f335573442ef91144bef8ed2f57c_gl-0136.jpg,5784f335573442ef91144bef8ed2f57c,~/ml4img/f4dficimg/dif_MRItumor/gl-0136.jpg,2,"[""dtr005"", ""dtr006""]"
16,5409,gl-0137.jpg,"[102, 105]",102,static/img/6c59fc89dc044083b29c95ae20d26618_gl-0137.jpg,6c59fc89dc044083b29c95ae20d26618,~/ml4img/f4dficimg/dif_MRItumor/gl-0137.jpg,3,"[""dtr004"", ""dtr005"", ""dtr006""]"
16,5410,gl-0138.jpg,[102],102,static/img/982a6fa377b94b91af01562732542880_gl-0138.jpg,982a6fa377b94b91af01562732542880,~/ml4img/f4dficimg/dif_MRItumor/gl-0138.jpg,2,"[""dtr005"", ""dtr006""]"
16,5411,gl-0140.jpg,[102],102,static/img/b51cec3e55104c86820a4b1a4982f915_gl-0140.jpg,b51cec3e55104c86820a4b1a4982f915,~/ml4img/f4dficimg/dif_MRItumor/gl-0140.jpg,2,"[""dtr005"", ""dtr006""]"
16,5412,gl-0146.jpg,[102],102,static/img/e598b9575e35428aacf53f2a83806926_gl-0146.jpg,e598b9575e35428aacf53f2a83806926,~/ml4img/f4dficimg/dif_MRItumor/gl-0146.jpg,2,"[""dtr005"", ""dtr006""]"
16,5413,gl-0151.jpg,[103],103,static/img/c80d71d558de491897e89e558f53052b_gl-0151.jpg,c80d71d558de491897e89e558f53052b,~/ml4img/f4dficimg/dif_MRItumor/gl-0151.jpg,2,"[""dtr005"", ""dtr006""]"
16,5414,gl-0160.jpg,[102],102,static/img/0cc9ba3ce0f34b888270098b16593676_gl-0160.jpg,0cc9ba3ce0f34b888270098b16593676,~/ml4img/f4dficimg/dif_MRItumor/gl-0160.jpg,2,"[""dtr005"", ""dtr006""]"
16,5415,gl-0161.jpg,[102],102,static/img/e06236e16d0a4ae7ab71ebc1a5394612_gl-0161.jpg,e06236e16d0a4ae7ab71ebc1a5394612,~/ml4img/f4dficimg/dif_MRItumor/gl-0161.jpg,2,"[""dtr005"", ""dtr006""]"
16,5416,gl-0162.jpg,[102],102,static/img/bd99717a188c492d85152f147f406429_gl-0162.jpg,bd99717a188c492d85152f147f406429,~/ml4img/f4dficimg/dif_MRItumor/gl-0162.jpg,2,"[""dtr005"", ""dtr006""]"
16,5417,gl-0163.jpg,[102],102,static/img/0aa8d6de643e482480225d5c1949d2e0_gl-0163.jpg,0aa8d6de643e482480225d5c1949d2e0,~/ml4img/f4dficimg/dif_MRItumor/gl-0163.jpg,2,"[""dtr005"", ""dtr006""]"
16,5418,gl-0170.jpg,"[102, 103]",102,static/img/a7517125496f458798df056f917f2db9_gl-0170.jpg,a7517125496f458798df056f917f2db9,~/ml4img/f4dficimg/dif_MRItumor/gl-0170.jpg,2,"[""dtr005"", ""dtr006""]"
16,5419,gl-0172.jpg,[102],102,static/img/d65adaab292f4b23bd20cf4fda09aeb8_gl-0172.jpg,d65adaab292f4b23bd20cf4fda09aeb8,~/ml4img/f4dficimg/dif_MRItumor/gl-0172.jpg,2,"[""dtr005"", ""dtr006""]"
16,5420,gl-0179.jpg,[102],102,static/img/1190f45f35b440ec9e6cf51b0c079a13_gl-0179.jpg,1190f45f35b440ec9e6cf51b0c079a13,~/ml4img/f4dficimg/dif_MRItumor/gl-0179.jpg,2,"[""dtr005"", ""dtr006""]"
16,5421,gl-0187.jpg,"[102, 105]",105,static/img/7240a703c99744e4b792c80c7570fa20_gl-0187.jpg,7240a703c99744e4b792c80c7570fa20,~/ml4img/f4dficimg/dif_MRItumor/gl-0187.jpg,2,"[""dtr005"", ""dtr006""]"
16,5422,gl-0189.jpg,"[102, 105]",102,static/img/202fb09d5bb747e687d9af60d7e28788_gl-0189.jpg,202fb09d5bb747e687d9af60d7e28788,~/ml4img/f4dficimg/dif_MRItumor/gl-0189.jpg,2,"[""dtr005"", ""dtr006""]"
16,5423,gl-0191.jpg,[102],102,static/img/150927a3924b4848a1e3a65f0b01ba62_gl-0191.jpg,150927a3924b4848a1e3a65f0b01ba62,~/ml4img/f4dficimg/dif_MRItumor/gl-0191.jpg,2,"[""dtr005"", ""dtr006""]"
16,5424,gl-0192.jpg,[102],102,static/img/020fbe5db8f24cc4ab0c09ac4e521fb2_gl-0192.jpg,020fbe5db8f24cc4ab0c09ac4e521fb2,~/ml4img/f4dficimg/dif_MRItumor/gl-0192.jpg,2,"[""dtr005"", ""dtr006""]"
16,5425,gl-0193.jpg,"[103, 105]",105,static/img/e8045e4104fb49048241a49295bde052_gl-0193.jpg,e8045e4104fb49048241a49295bde052,~/ml4img/f4dficimg/dif_MRItumor/gl-0193.jpg,3,"[""dtr004"", ""dtr005"", ""dtr006""]"
16,5426,gl-0194.jpg,[105],105,static/img/4a4960e5442c45c69838a98c934fb006_gl-0194.jpg,4a4960e5442c45c69838a98c934fb006,~/ml4img/f4dficimg/dif_MRItumor/gl-0194.jpg,2,"[""dtr005"", ""dtr006""]"
16,5427,gl-0200.jpg,[102],102,static/img/0a946221405740bba975780230a3b32a_gl-0200.jpg,0a946221405740bba975780230a3b32a,~/ml4img/f4dficimg/dif_MRItumor/gl-0200.jpg,2,"[""dtr005"", ""dtr006""]"
16,5428,gl-0204.jpg,[102],102,static/img/6de3894402c74fe7b4691078ee5acdad_gl-0204.jpg,6de3894402c74fe7b4691078ee5acdad,~/ml4img/f4dficimg/dif_MRItumor/gl-0204.jpg,2,"[""dtr005"", ""dtr006""]"
16,5429,gl-0205.jpg,"[102, 104]",102,static/img/052f9e346a434bad84cf607ecfa99d0b_gl-0205.jpg,052f9e346a434bad84cf607ecfa99d0b,~/ml4img/f4dficimg/dif_MRItumor/gl-0205.jpg,2,"[""dtr005"", ""dtr006""]"
16,5430,gl-0207.jpg,[102],102,static/img/881098877b7f446f996882106bbade44_gl-0207.jpg,881098877b7f446f996882106bbade44,~/ml4img/f4dficimg/dif_MRItumor/gl-0207.jpg,2,"[""dtr005"", ""dtr006""]"
16,5431,gl-0208.jpg,"[102, 103]",102,static/img/13428a396f294d8cb378f2691d045d91_gl-0208.jpg,13428a396f294d8cb378f2691d045d91,~/ml4img/f4dficimg/dif_MRItumor/gl-0208.jpg,2,"[""dtr005"", ""dtr006""]"
16,5432,gl-0211.jpg,[102],102,static/img/a0c848d435164702b895853598cd6922_gl-0211.jpg,a0c848d435164702b895853598cd6922,~/ml4img/f4dficimg/dif_MRItumor/gl-0211.jpg,2,"[""dtr005"", ""dtr006""]"
16,5433,gl-0214.jpg,"[103, 104]",103,static/img/41759088b0d04a9395cbd2476759a5ce_gl-0214.jpg,41759088b0d04a9395cbd2476759a5ce,~/ml4img/f4dficimg/dif_MRItumor/gl-0214.jpg,2,"[""dtr005"", ""dtr006""]"
16,5434,gl-0216.jpg,"[102, 105]",105,static/img/e456b39a910f46cf8b4cf1964176d53b_gl-0216.jpg,e456b39a910f46cf8b4cf1964176d53b,~/ml4img/f4dficimg/dif_MRItumor/gl-0216.jpg,3,"[""dtr004"", ""dtr005"", ""dtr006""]"
16,5435,gl-0219.jpg,"[102, 105]",105,static/img/1e8e949a67fb4831925162fbef329815_gl-0219.jpg,1e8e949a67fb4831925162fbef329815,~/ml4img/f4dficimg/dif_MRItumor/gl-0219.jpg,2,"[""dtr005"", ""dtr006""]"
16,5436,gl-0220.jpg,"[102, 103]",102,static/img/7ecf7bd2c5d74c3d9006da34ffbb4fc2_gl-0220.jpg,7ecf7bd2c5d74c3d9006da34ffbb4fc2,~/ml4img/f4dficimg/dif_MRItumor/gl-0220.jpg,3,"[""dtr004"", ""dtr005"", ""dtr006""]"
16,5437,gl-0221.jpg,[105],105,static/img/bcd670c357c441e5af77ee24bf6c8321_gl-0221.jpg,bcd670c357c441e5af77ee24bf6c8321,~/ml4img/f4dficimg/dif_MRItumor/gl-0221.jpg,2,"[""dtr005"", ""dtr006""]"
16,5438,gl-0225.jpg,[102],102,static/img/21a490a1c0ca41589e889ffce8d8325f_gl-0225.jpg,21a490a1c0ca41589e889ffce8d8325f,~/ml4img/f4dficimg/dif_MRItumor/gl-0225.jpg,2,"[""dtr005"", ""dtr006""]"
16,5439,gl-0228.jpg,"[102, 105]",102,static/img/8a9f3cb8a61c4196a105305419c06a28_gl-0228.jpg,8a9f3cb8a61c4196a105305419c06a28,~/ml4img/f4dficimg/dif_MRItumor/gl-0228.jpg,2,"[""dtr005"", ""dtr006""]"
16,5440,gl-0229.jpg,"[103, 105]",105,static/img/7d6c54d48b8a4425b89deb6c7042dcb0_gl-0229.jpg,7d6c54d48b8a4425b89deb6c7042dcb0,~/ml4img/f4dficimg/dif_MRItumor/gl-0229.jpg,3,"[""dtr004"", ""dtr005"", ""dtr006""]"
16,5441,gl-0233.jpg,"[102, 105]",102,static/img/3fe56bc22f564bf194d72316e0e927d7_gl-0233.jpg,3fe56bc22f564bf194d72316e0e927d7,~/ml4img/f4dficimg/dif_MRItumor/gl-0233.jpg,2,"[""dtr005"", ""dtr006""]"
16,5442,gl-0239.jpg,[102],102,static/img/9c454f360d8149aa9a302d5874808371_gl-0239.jpg,9c454f360d8149aa9a302d5874808371,~/ml4img/f4dficimg/dif_MRItumor/gl-0239.jpg,2,"[""dtr005"", ""dtr006""]"
16,5443,gl-0241.jpg,[102],102,static/img/b4a47f488bf14d76bc9a09a55d3640e4_gl-0241.jpg,b4a47f488bf14d76bc9a09a55d3640e4,~/ml4img/f4dficimg/dif_MRItumor/gl-0241.jpg,2,"[""dtr005"", ""dtr006""]"
16,5444,gl-0244.jpg,"[102, 105]",102,static/img/2cc69afd47644859adcd2ec35a0656f1_gl-0244.jpg,2cc69afd47644859adcd2ec35a0656f1,~/ml4img/f4dficimg/dif_MRItumor/gl-0244.jpg,2,"[""dtr005"", ""dtr006""]"
16,5445,gl-0245.jpg,"[102, 105]",105,static/img/f629cff6115f46d380f1ce882a3ea024_gl-0245.jpg,f629cff6115f46d380f1ce882a3ea024,~/ml4img/f4dficimg/dif_MRItumor/gl-0245.jpg,2,"[""dtr005"", ""dtr006""]"
16,5446,gl-0247.jpg,[105],105,static/img/b1e032d248784f3e8d94cf47d3b00e82_gl-0247.jpg,b1e032d248784f3e8d94cf47d3b00e82,~/ml4img/f4dficimg/dif_MRItumor/gl-0247.jpg,2,"[""dtr005"", ""dtr006""]"
16,5447,gl-0252.jpg,[102],102,static/img/34a500810f994f4b9f1c9673ddf75299_gl-0252.jpg,34a500810f994f4b9f1c9673ddf75299,~/ml4img/f4dficimg/dif_MRItumor/gl-0252.jpg,2,"[""dtr005"", ""dtr006""]"
16,5448,gl-0259.jpg,"[102, 103]",103,static/img/6a974cb29f6e466981fa7d239b245921_gl-0259.jpg,6a974cb29f6e466981fa7d239b245921,~/ml4img/f4dficimg/dif_MRItumor/gl-0259.jpg,2,"[""dtr005"", ""dtr006""]"
16,5449,gl-0260.jpg,[102],102,static/img/eae9beae2d554bada6ab56bf83484b36_gl-0260.jpg,eae9beae2d554bada6ab56bf83484b36,~/ml4img/f4dficimg/dif_MRItumor/gl-0260.jpg,2,"[""dtr005"", ""dtr006""]"
16,5450,gl-0263.jpg,[105],105,static/img/c0c620d16dbf42528a9696ee9e8ab378_gl-0263.jpg,c0c620d16dbf42528a9696ee9e8ab378,~/ml4img/f4dficimg/dif_MRItumor/gl-0263.jpg,2,"[""dtr005"", ""dtr006""]"
16,5451,gl-0269.jpg,"[102, 105]",105,static/img/73ac7ae72a0a4a2f8074ff516e371da9_gl-0269.jpg,73ac7ae72a0a4a2f8074ff516e371da9,~/ml4img/f4dficimg/dif_MRItumor/gl-0269.jpg,2,"[""dtr005"", ""dtr006""]"
16,5452,gl-0270.jpg,[102],102,static/img/288c7a74948a442e86360f84ea48bbef_gl-0270.jpg,288c7a74948a442e86360f84ea48bbef,~/ml4img/f4dficimg/dif_MRItumor/gl-0270.jpg,2,"[""dtr005"", ""dtr006""]"
16,5453,gl-0273.jpg,[105],105,static/img/d7a59e68fcc34a0491fb42d29b45fc0f_gl-0273.jpg,d7a59e68fcc34a0491fb42d29b45fc0f,~/ml4img/f4dficimg/dif_MRItumor/gl-0273.jpg,2,"[""dtr005"", ""dtr006""]"
16,5454,gl-0274.jpg,"[102, 105]",102,static/img/01698f3b671443e9a400bfc8dd562794_gl-0274.jpg,01698f3b671443e9a400bfc8dd562794,~/ml4img/f4dficimg/dif_MRItumor/gl-0274.jpg,2,"[""dtr005"", ""dtr006""]"
16,5455,gl-0280.jpg,[102],102,static/img/09d7696c06ec4d36a9f8b26c5e414823_gl-0280.jpg,09d7696c06ec4d36a9f8b26c5e414823,~/ml4img/f4dficimg/dif_MRItumor/gl-0280.jpg,2,"[""dtr005"", ""dtr006""]"
16,5456,gl-0281.jpg,[102],102,static/img/0dd06207787b48d7a256b477fe7f4d7d_gl-0281.jpg,0dd06207787b48d7a256b477fe7f4d7d,~/ml4img/f4dficimg/dif_MRItumor/gl-0281.jpg,2,"[""dtr005"", ""dtr006""]"
16,5457,gl-0285.jpg,"[102, 105]",102,static/img/3c09ec4e495647d6a02d817310392b20_gl-0285.jpg,3c09ec4e495647d6a02d817310392b20,~/ml4img/f4dficimg/dif_MRItumor/gl-0285.jpg,2,"[""dtr005"", ""dtr006""]"
16,5458,gl-0287.jpg,[102],102,static/img/d958f4dd844f43c9adb9b8ce3bdf990d_gl-0287.jpg,d958f4dd844f43c9adb9b8ce3bdf990d,~/ml4img/f4dficimg/dif_MRItumor/gl-0287.jpg,2,"[""dtr005"", ""dtr006""]"
16,5459,gl-0293.jpg,"[102, 105]",105,static/img/ff4cf66776ae4f03bf84befc55d14432_gl-0293.jpg,ff4cf66776ae4f03bf84befc55d14432,~/ml4img/f4dficimg/dif_MRItumor/gl-0293.jpg,3,"[""dtr004"", ""dtr005"", ""dtr006""]"
16,5460,gl-0302.jpg,[102],102,static/img/6c2c09b565f047d3ae528a28eb784d14_gl-0302.jpg,6c2c09b565f047d3ae528a28eb784d14,~/ml4img/f4dficimg/dif_MRItumor/gl-0302.jpg,2,"[""dtr005"", ""dtr006""]"
16,5461,gl-0304.jpg,"[102, 103]",102,static/img/e0af2fdb042f4ee893ca7f8233949c28_gl-0304.jpg,e0af2fdb042f4ee893ca7f8233949c28,~/ml4img/f4dficimg/dif_MRItumor/gl-0304.jpg,3,"[""dtr004"", ""dtr005"", ""dtr006""]"
16,5462,gl-0313.jpg,[103],103,static/img/f9105cc8649344a48fc8f03b44f87c91_gl-0313.jpg,f9105cc8649344a48fc8f03b44f87c91,~/ml4img/f4dficimg/dif_MRItumor/gl-0313.jpg,2,"[""dtr005"", ""dtr006""]"
16,5463,gl-0314.jpg,"[102, 105]",102,static/img/63f1367a49c84d2294a21765df457cbc_gl-0314.jpg,63f1367a49c84d2294a21765df457cbc,~/ml4img/f4dficimg/dif_MRItumor/gl-0314.jpg,2,"[""dtr005"", ""dtr006""]"
16,5464,gl-0316.jpg,[102],102,static/img/8918fc336b344b54a0540575589bca16_gl-0316.jpg,8918fc336b344b54a0540575589bca16,~/ml4img/f4dficimg/dif_MRItumor/gl-0316.jpg,2,"[""dtr005"", ""dtr006""]"
16,5465,gl-0317.jpg,"[102, 103]",103,static/img/7029e7dbb0ac4974b98dd5302e4fe46d_gl-0317.jpg,7029e7dbb0ac4974b98dd5302e4fe46d,~/ml4img/f4dficimg/dif_MRItumor/gl-0317.jpg,2,"[""dtr005"", ""dtr006""]"
16,5466,gl-0324.jpg,[102],102,static/img/8e6c1bd132df41cda2f17ab2f1bb6410_gl-0324.jpg,8e6c1bd132df41cda2f17ab2f1bb6410,~/ml4img/f4dficimg/dif_MRItumor/gl-0324.jpg,2,"[""dtr005"", ""dtr006""]"
16,5467,gl-0330.jpg,[102],102,static/img/354119818a4e4312a9a5ff4a4cf2677c_gl-0330.jpg,354119818a4e4312a9a5ff4a4cf2677c,~/ml4img/f4dficimg/dif_MRItumor/gl-0330.jpg,3,"[""dtr004"", ""dtr005"", ""dtr006""]"
16,5468,gl-0332.jpg,[102],102,static/img/5ac2b4bd803b43f7921dfb94532047a2_gl-0332.jpg,5ac2b4bd803b43f7921dfb94532047a2,~/ml4img/f4dficimg/dif_MRItumor/gl-0332.jpg,2,"[""dtr005"", ""dtr006""]"
16,5469,gl-0333.jpg,"[104, 105]",105,static/img/6444f44c4dbe416c9b8eef63851f8105_gl-0333.jpg,6444f44c4dbe416c9b8eef63851f8105,~/ml4img/f4dficimg/dif_MRItumor/gl-0333.jpg,2,"[""dtr005"", ""dtr006""]"
16,5470,gl-0338.jpg,[102],102,static/img/211337e8973640f59129c5562d46045a_gl-0338.jpg,211337e8973640f59129c5562d46045a,~/ml4img/f4dficimg/dif_MRItumor/gl-0338.jpg,2,"[""dtr005"", ""dtr006""]"
16,5471,gl-0347.jpg,[102],102,static/img/c910c158ee0743cf8ff9751bd78fe6bb_gl-0347.jpg,c910c158ee0743cf8ff9751bd78fe6bb,~/ml4img/f4dficimg/dif_MRItumor/gl-0347.jpg,2,"[""dtr005"", ""dtr006""]"
